When_,Which_of_the_following_challeng,Which_of_the_following_challe_1,Which_of_the_following_challe_2,Which_of_the_following_challe_3,Which_of_the_following_challe_4,Which_of_the_following_challe_5,Do_you_like_being_engaged_throu,Do_you_like_being_engaged_thr_1,Do_you_like_being_engaged_thr_2,What_neighborhood_do_you_live_i,What_neighborhood_do_you_live_1,Age___value,Gender___value,Education___value,Country_of_Origin,Preferred_Language,Annual_Income___value,Ballot,Locale,FID
2018-02-20T16:13:43.000Z,0,0,1,0,0,0,0,0,0,Southside,,< 18,Female,Less than high school,,,,,en,701
2018-02-08T12:55:40.000Z,1,1,-1,0,0,0,1,0,0,Westcott,,> 60,Male,Bachelors Degree,United States,English,"$35,000 - $49,999",,en,702
2018-02-14T18:37:35.000Z,0,1,0,0,0,1,1,0,0,Strathmore,,43 - 60,Female,Bachelors Degree,United States,English,"$15,000 - $24,999",,en,703
2018-02-20T16:07:58.000Z,0,1,1,0,0,-1,0,0,0,Other,Bradford Hills,> 60,Female,Bachelors Degree,Usa,English,"$35,000 - $49,999",,en,704
2018-02-08T17:51:11.000Z,-1,1,0,0,0,1,0,1,0,Meadowbrook,,> 60,Female,Bachelors Degree,US,,"$35,000 - $49,999",,en,705
2018-02-14T23:22:26.000Z,0,0,-1,1,0,1,1,0,0,I live outside of the City,,19 - 42,Female,Associates Degree,,,,,en,706
2018-02-20T15:14:52.000Z,0,0,1,-1,0,1,0,0,0,Northside,,19 - 42,Female,Less than high school,USA,Latin is preferred,,,en,707
2018-02-20T16:27:54.000Z,0,1,0,0,1,0,0,0,0,Southside,,43 - 60,Male,Graduate or Professional Degree,,,,,en,708
2018-02-16T14:39:19.000Z,1,0,1,0,0,0,1,0,0,University Neighborhood,,43 - 60,Male,Bachelors Degree,usa,english,"$200,000 or more",,en,709
2018-02-02T14:27:02.000Z,0,1,0,0,1,0,1,0,0,University Hill,,19 - 42,Female,Some College,Usa,English,"Less than $10,000",,en,710
2018-02-20T15:38:07.000Z,0,0,0,1,0,1,0,0,0,University Neighborhood,,> 60,Female,Graduate or Professional Degree,,,"$75,000 - $99,999",,en,711
2018-01-31T17:53:29.000Z,0,1,0,0,0,1,1,0,0,Westcott,,< 18,Female,Less than high school,Japan,,,,en,712
2018-02-12T13:09:01.000Z,1,0,0,0,-1,1,1,0,0,University Neighborhood,,> 60,Female,Graduate or Professional Degree,,,"$75,000 - $99,999",,en,713
2018-02-07T17:24:34.000Z,1,0,0,1,0,0,1,0,0,Westcott,,19 - 42,Male,Some College,,,"$35,000 - $49,999",,en,714
2018-02-07T22:39:25.000Z,0,0,1,0,0,1,1,0,0,I live outside of the City,,> 60,Female,Graduate or Professional Degree,,,"$75,000 - $99,999",,en,715
2018-01-31T22:57:28.000Z,1,0,0,0,1,-1,1,0,0,Tipp Hill,,< 18,Male,High School or GED,United States,English,"Less than $10,000",,en,716
2018-02-07T18:51:13.000Z,0,1,-1,1,0,0,0,1,0,Eastwood,,43 - 60,Female,Graduate or Professional Degree,,,"$35,000 - $49,999",,en,717
2018-01-31T23:50:31.000Z,0,1,1,0,0,-1,1,0,0,I live outside of the City,,43 - 60,Male,Some College,USA,,"$100,000 - $149,999",,en,718
2018-02-20T16:03:46.000Z,0,0,1,0,1,0,0,0,0,I live outside of the City,,43 - 60,Male,Some College,,,,,en,719
2018-02-15T22:08:19.000Z,1,0,0,0,-1,1,0,1,0,Far Westside,,19 - 42,Male,Bachelors Degree,United States,English,"$50,000 - $74,999",,en,720
2018-02-14T03:25:12.000Z,0,0,0,0,0,1,1,0,0,I live outside of the City,,> 60,Male,Graduate or Professional Degree,,,,,en,721
2018-02-07T15:38:01.000Z,1,-1,0,0,0,1,1,0,0,Outer Comstock,,19 - 42,Female,Graduate or Professional Degree,,,,,en,722
2018-02-15T01:15:03.000Z,0,0,0,1,0,1,1,0,0,I live outside of the City,,> 60,Male,Graduate or Professional Degree,,,"$75,000 - $99,999",,en,723
2018-02-20T15:26:32.000Z,-1,0,1,1,0,0,0,0,0,Near Westside,,19 - 42,Male,Associates Degree,,,"$25,000 - $34,999",,en,724
2018-02-15T03:30:39.000Z,0,0,0,1,0,0,0,0,0,Westcott,,43 - 60,Female,Graduate or Professional Degree,,,"$100,000 - $149,999",,en,725
2018-02-13T23:11:17.000Z,0,-1,0,0,1,1,0,1,0,I live outside of the City,,19 - 42,Male,Graduate or Professional Degree,USA,English,"$100,000 - $149,999",,en,726
2018-02-17T12:59:15.000Z,0,-1,1,1,0,0,0,1,0,Southwest,,19 - 42,Male,Bachelors Degree,,,"$25,000 - $34,999",,en,727
2018-02-15T22:31:47.000Z,0,0,1,0,0,0,1,0,0,Northside,,> 60,Female,Some College,,,,,en,728
2018-01-31T23:04:51.000Z,1,0,0,1,0,-1,1,0,0,Northside,,19 - 42,Female,Bachelors Degree,,,"$35,000 - $49,999",,en,729
2018-02-10T17:56:41.000Z,1,0,0,0,0,1,1,0,0,Meadowbrook,,43 - 60,Male,Graduate or Professional Degree,,,"$100,000 - $149,999",,en,730
2018-02-09T16:40:07.000Z,0,1,0,1,-1,0,1,0,0,Court Woodlawn,,43 - 60,Female,Bachelors Degree,United States,English,"$35,000 - $49,999",,en,731
2018-02-07T15:43:40.000Z,0,1,0,-1,1,0,1,0,0,Near Westside,,19 - 42,Female,Bachelors Degree,United States,English,"$35,000 - $49,999",,en,732
2018-02-07T19:59:49.000Z,0,1,0,1,-1,0,1,0,0,Westcott,,43 - 60,Female,Graduate or Professional Degree,USA,English,"$75,000 - $99,999",,en,733
2018-02-20T15:35:26.000Z,1,1,0,0,0,0,0,0,0,Lincoln Hill,,43 - 60,Female,Some College,,,"$35,000 - $49,999",,en,734
2018-02-09T20:52:45.000Z,0,0,1,0,1,-1,1,0,0,Other,Bradford Hills,43 - 60,Male,Graduate or Professional Degree,USA,English,,,en,735
2018-02-14T11:52:25.000Z,0,1,0,0,-1,1,1,0,0,Westcott,,19 - 42,Female,High School or GED,Usa,English,"$25,000 - $34,999",,en,736
2018-02-14T21:45:08.000Z,0,1,-1,0,0,1,1,0,0,I live outside of the City,,19 - 42,Female,Bachelors Degree,,,,,en,737
2018-02-07T22:01:40.000Z,1,1,0,0,-1,0,1,0,0,University Neighborhood,,43 - 60,Female,Graduate or Professional Degree,US,English,"$100,000 - $149,999",,en,738
2018-02-15T22:27:52.000Z,1,0,1,-1,0,0,1,0,0,Northside,,43 - 60,Male,Some College,USA,English,"$35,000 - $49,999",,en,739
2018-02-07T17:52:21.000Z,0,-1,0,1,0,1,1,0,0,Strathmore,,19 - 42,Other,High School or GED,,,"$25,000 - $34,999",,en,740
2018-02-07T20:59:09.000Z,0,0,1,0,-1,1,1,0,0,South Valley,,> 60,Male,Some College,,,"$50,000 - $74,999",,en,741
2018-02-08T19:49:38.000Z,0,1,0,1,0,0,1,0,0,I live outside of the City,,43 - 60,Female,Graduate or Professional Degree,USA,English,"$50,000 - $74,999",,en,742
2018-02-20T15:59:50.000Z,0,1,1,0,0,0,0,0,0,Meadowbrook,,> 60,Male,Graduate or Professional Degree,,,"Less than $10,000",,en,743
2018-02-14T13:41:39.000Z,0,0,0,1,1,-1,1,0,0,Tipp Hill,,43 - 60,Male,Graduate or Professional Degree,,,"$75,000 - $99,999",,en,744
2018-02-07T21:54:12.000Z,1,1,0,0,0,-1,1,0,0,Meadowbrook,,19 - 42,Male,Graduate or Professional Degree,,,"$35,000 - $49,999",,en,745
2018-02-13T23:41:16.000Z,0,0,0,1,0,1,1,0,0,I live outside of the City,,> 60,Female,Graduate or Professional Degree,,,"$200,000 or more",,en,746
2018-02-13T22:43:57.000Z,0,0,0,1,0,1,1,0,0,I live outside of the City,,43 - 60,Male,Graduate or Professional Degree,,,,,en,747
2018-02-12T14:49:25.000Z,1,0,1,0,0,0,1,0,0,Elmwood,,19 - 42,Male,Graduate or Professional Degree,,,"$50,000 - $74,999",,en,748
2018-01-31T17:37:02.000Z,0,0,0,1,0,1,1,0,0,Southwest,,< 18,Female,Less than high school,,,"$50,000 - $74,999",,en,749
2018-02-02T13:33:53.000Z,1,-1,1,0,0,0,1,0,0,Westcott,,43 - 60,Male,Graduate or Professional Degree,,,"$75,000 - $99,999",,en,750
2018-02-13T23:35:23.000Z,0,0,0,1,0,1,0,0,0,I live outside of the City,,> 60,Female,Associates Degree,,,"$50,000 - $74,999",,en,751
2018-02-20T15:32:35.000Z,1,0,0,-1,0,1,0,0,0,Strathmore,,> 60,Male,Associates Degree,,,"$100,000 - $149,999",,en,752
2018-02-07T15:52:29.000Z,0,0,1,1,0,-1,1,0,0,Park Ave,,19 - 42,Male,Bachelors Degree,,,,,en,753
2018-02-20T15:37:01.000Z,0,0,1,1,0,0,0,0,0,Westcott,,> 60,Male,Bachelors Degree,,,"Less than $10,000",,en,754
2018-02-08T01:41:10.000Z,0,1,0,1,0,0,1,0,0,I live outside of the City,,43 - 60,Male,Graduate or Professional Degree,,,"$200,000 or more",,en,755
2018-02-15T22:19:36.000Z,1,0,0,0,-1,1,1,0,0,Other,,19 - 42,Female,Some College,,,,,en,756
2018-02-08T01:55:33.000Z,0,0,0,0,1,1,1,0,0,I live outside of the City,,43 - 60,Female,Graduate or Professional Degree,Usa,English,"$50,000 - $74,999",,en,757
2018-01-31T18:10:32.000Z,0,1,1,0,0,0,1,0,0,Strathmore,,< 18,Female,Less than high school,Congo,English,"Less than $10,000",,en,758
2018-02-07T15:50:41.000Z,1,1,0,-1,0,0,1,0,0,North Valley,,43 - 60,Female,Bachelors Degree,USA,English,,,en,759
2018-02-20T16:36:02.000Z,0,1,1,0,0,-1,0,0,0,Eastwood,,19 - 42,Female,Graduate or Professional Degree,,,"$35,000 - $49,999",,en,760
2018-02-15T18:37:54.000Z,0,0,1,0,1,0,1,0,0,Eastwood,,19 - 42,Female,Associates Degree,,Spanish,"$35,000 - $49,999",,en,761
2018-02-14T02:23:56.000Z,0,0,0,1,0,1,1,0,0,Salt Springs,,43 - 60,Other,Bachelors Degree,,,"$25,000 - $34,999",,en,762
2018-02-20T16:12:31.000Z,0,-1,0,0,1,1,0,0,0,Outer Comstock,,43 - 60,Male,Graduate or Professional Degree,,English,"$35,000 - $49,999",,en,763
2018-02-20T15:29:31.000Z,1,0,0,0,0,1,0,0,0,Eastwood,,19 - 42,Male,Some College,Usa,Spanish,"$15,000 - $24,999",,en,764
2018-02-07T19:05:02.000Z,0,1,0,0,-1,1,1,0,0,University Neighborhood,,> 60,Male,Graduate or Professional Degree,USA,English,"$100,000 - $149,999",,en,765
2018-02-01T23:19:43.000Z,1,0,0,0,1,-1,0,1,0,Westcott,,19 - 42,Male,Graduate or Professional Degree,,,"$75,000 - $99,999",,en,766
2018-02-09T21:32:31.000Z,0,1,0,0,1,-1,1,0,0,Near Westside,,19 - 42,Female,Graduate or Professional Degree,,,"$15,000 - $24,999",,en,767
2018-01-31T23:23:37.000Z,1,0,0,0,1,0,1,0,0,North Valley,,19 - 42,Female,Associates Degree,,,,,en,768
2018-02-14T01:17:49.000Z,0,0,0,1,0,1,1,0,0,I live outside of the City,,> 60,Male,Bachelors Degree,USA,American English,"$75,000 - $99,999",,en,769
2018-01-31T23:28:11.000Z,0,0,0,1,1,0,1,0,0,Downtown,,19 - 42,Male,Bachelors Degree,USA,English,"$50,000 - $74,999",,en,770
2018-02-20T15:18:12.000Z,0,1,1,-1,0,0,0,0,0,Northside,,> 60,Male,Some College,,English,,,en,771
2018-02-20T15:22:13.000Z,0,1,1,-1,0,0,0,0,0,I live outside of the City,,19 - 42,Female,Graduate or Professional Degree,usa,English,"$100,000 - $149,999",,en,772
2018-02-14T23:04:51.000Z,0,0,0,1,0,1,1,0,0,University Neighborhood,,43 - 60,Female,Graduate or Professional Degree,,,"$75,000 - $99,999",,en,773
2018-02-15T23:45:56.000Z,0,-1,1,0,1,0,1,0,0,Sedgwick,,43 - 60,Female,Associates Degree,,,,,en,774
2018-02-20T15:21:36.000Z,1,1,0,-1,0,0,0,0,0,Strathmore,,> 60,Male,High School or GED,,,"$35,000 - $49,999",,en,775
2018-02-07T15:40:16.000Z,1,0,0,-1,1,0,1,0,0,I live outside of the City,,> 60,Male,Graduate or Professional Degree,,,"$50,000 - $74,999",,en,776
2018-02-20T16:01:51.000Z,0,0,0,1,1,0,0,0,0,South Valley,,43 - 60,Female,Associates Degree,Ecuadorian,,"$10,000 - $14,999",,en,777
2018-02-08T06:13:15.000Z,1,0,0,0,1,-1,1,0,0,Sedgwick,,19 - 42,Female,Graduate or Professional Degree,,,,,en,778
2018-01-31T17:30:18.000Z,1,0,0,0,-1,1,1,0,0,Other,,< 18,Male,Less than high school,Usa,English,"Less than $10,000",,en,779
2018-02-12T21:07:23.000Z,1,1,0,0,0,0,0,1,0,University Neighborhood,,> 60,Male,Graduate or Professional Degree,,,"$75,000 - $99,999",,en,780
2018-02-02T14:26:19.000Z,0,0,1,0,1,0,1,0,0,I live outside of the City,,43 - 60,Male,Graduate or Professional Degree,,,"$200,000 or more",,en,781
2018-01-31T23:16:01.000Z,1,0,1,0,0,0,1,0,0,Eastwood,,19 - 42,Male,Associates Degree,,,"$15,000 - $24,999",,en,782
2018-02-18T13:34:42.000Z,1,0,0,1,0,0,1,0,0,Winkworth,,43 - 60,Male,Graduate or Professional Degree,USA,English,"$100,000 - $149,999",,en,783
2018-02-15T21:48:53.000Z,0,-1,1,1,0,0,1,0,0,Eastwood,,43 - 60,Female,Bachelors Degree,,,,,en,784
2018-02-07T18:11:49.000Z,0,0,1,1,0,0,0,1,0,Strathmore,,43 - 60,Male,Bachelors Degree,,,"$100,000 - $149,999",,en,785
2018-02-20T16:20:49.000Z,0,1,0,0,1,0,0,0,0,Southside,,19 - 42,Female,Associates Degree,,,,,en,786
2018-01-31T23:25:02.000Z,0,1,0,0,0,1,0,1,0,Meadowbrook,,43 - 60,Female,Bachelors Degree,,,,,en,787
2018-01-31T23:49:39.000Z,0,1,-1,1,0,0,0,1,0,Other,,> 60,Female,Associates Degree,,,,,en,788
2018-02-07T22:36:04.000Z,0,1,0,-1,1,0,0,0,1,Sedgwick,,43 - 60,Female,Graduate or Professional Degree,,,"$150,000 - $199,999",,en,789
2018-02-14T18:33:12.000Z,1,0,0,0,-1,1,0,1,0,Westcott,,19 - 42,Female,Bachelors Degree,,,"$10,000 - $14,999",,en,790
2018-02-01T03:06:47.000Z,1,0,1,-1,0,0,1,0,0,University Neighborhood,,19 - 42,Male,Associates Degree,,,"$75,000 - $99,999",,en,791
2018-02-07T21:06:55.000Z,0,1,-1,0,1,0,0,1,0,Westcott,,19 - 42,Female,Bachelors Degree,United States,English,"$75,000 - $99,999",,en,792
2018-02-10T00:36:27.000Z,0,0,1,0,1,0,1,0,0,Sedgwick,,43 - 60,Female,Associates Degree,America,English,"$25,000 - $34,999",,en,793
2018-02-07T17:28:13.000Z,1,0,0,0,1,0,0,0,0,Westcott,,19 - 42,Female,Graduate or Professional Degree,U.S.A,English,"$50,000 - $74,999",,en,794
2018-02-07T17:51:23.000Z,0,1,0,0,1,-1,1,0,0,University Neighborhood,,> 60,Male,Graduate or Professional Degree,US,English,"$75,000 - $99,999",,en,795
2018-02-07T18:54:04.000Z,0,1,1,0,0,-1,1,0,0,Eastwood,,43 - 60,Female,Associates Degree,,English,"$50,000 - $74,999",,en,796
2018-02-07T18:10:26.000Z,0,0,0,1,0,1,0,1,0,South Valley,,> 60,Female,Graduate or Professional Degree,,,,,en,797
2018-02-13T22:46:33.000Z,1,0,0,0,-1,1,1,0,0,Near Westside,,19 - 42,Female,Some College,usa,English,"$25,000 - $34,999",,en,798
2018-02-07T19:59:32.000Z,0,0,1,0,1,0,1,0,0,I live outside of the City,,43 - 60,Male,Graduate or Professional Degree,Canada,English,"$200,000 or more",,en,799
2018-02-14T04:02:05.000Z,0,1,0,0,1,0,1,0,0,I live outside of the City,,> 60,Male,Graduate or Professional Degree,US,English,"$100,000 - $149,999",,en,800
2018-02-02T03:51:34.000Z,-1,1,0,0,1,0,1,0,0,Brighton,,19 - 42,Female,Bachelors Degree,,,,,en,801
2018-01-31T23:19:50.000Z,1,0,0,1,0,0,1,0,0,University Neighborhood,,19 - 42,Female,Graduate or Professional Degree,,,,,en,802
2018-02-14T18:32:54.000Z,0,0,0,1,0,1,0,1,0,I live outside of the City,,19 - 42,Female,Graduate or Professional Degree,,,"$50,000 - $74,999",,en,803
2018-02-20T15:50:44.000Z,1,0,0,1,0,0,0,0,0,Westcott,,> 60,Male,Less than high school,,,"$10,000 - $14,999",,en,804
2018-01-31T23:38:18.000Z,0,0,1,1,0,0,1,0,0,Tipp Hill,,19 - 42,Female,Graduate or Professional Degree,,,"$50,000 - $74,999",,en,805
2018-02-14T21:50:34.000Z,-1,0,1,0,0,1,1,0,0,Park Ave,,19 - 42,Female,Bachelors Degree,,,,,en,806
2018-02-07T16:09:16.000Z,0,1,0,-1,1,0,1,0,0,Meadowbrook,,19 - 42,Female,Graduate or Professional Degree,US,English,"$75,000 - $99,999",,en,807
2018-02-01T13:59:17.000Z,0,0,0,0,1,1,1,0,0,Franklin Square,,19 - 42,Female,Graduate or Professional Degree,,,,,en,808
2018-01-31T23:47:58.000Z,1,0,0,0,1,0,1,0,0,Sedgwick,,19 - 42,Male,Bachelors Degree,,,,,en,809
2018-02-20T16:20:18.000Z,0,0,1,0,1,0,0,0,0,Southside,,19 - 42,Male,Associates Degree,,,,,en,810
2018-02-07T20:55:13.000Z,0,0,1,1,-1,0,1,0,0,I live outside of the City,,43 - 60,Female,Graduate or Professional Degree,USA,English,"$100,000 - $149,999",,en,811
2018-02-07T15:35:13.000Z,1,-1,0,1,0,0,0,1,0,Strathmore,,19 - 42,Male,Bachelors Degree,,,"$50,000 - $74,999",,en,812
2018-01-31T16:30:37.000Z,0,0,1,0,0,1,1,0,0,Washington Square,,19 - 42,Male,Graduate or Professional Degree,,,,,en,813
2018-02-07T20:06:45.000Z,0,0,1,0,1,0,1,0,0,I live outside of the City,,19 - 42,Female,Graduate or Professional Degree,,,,,en,814
2018-02-02T01:57:57.000Z,0,0,-1,0,1,1,1,0,0,University Hill,,19 - 42,Male,Bachelors Degree,,,"$35,000 - $49,999",,en,815
2018-02-20T15:47:51.000Z,1,0,0,0,0,1,0,0,0,Westcott,,> 60,Female,Graduate or Professional Degree,,,"$50,000 - $74,999",,en,816
2018-02-07T21:53:50.000Z,1,0,0,1,0,0,0,1,0,Lincoln Hill,,19 - 42,Male,Bachelors Degree,,,"$100,000 - $149,999",,en,817
2018-01-31T23:32:14.000Z,1,0,0,1,0,0,1,0,0,Strathmore,,43 - 60,Male,Graduate or Professional Degree,Usa,English,"$50,000 - $74,999",,en,818
2018-02-20T16:33:27.000Z,1,0,0,1,-1,0,0,0,0,Downtown,,19 - 42,Male,High School or GED,,,"Less than $10,000",,en,819
2018-02-20T16:15:50.000Z,0,0,1,0,1,0,0,0,0,Southside,,< 18,Male,Less than high school,,,,,en,820
2018-02-07T18:21:05.000Z,0,0,1,0,1,-1,1,0,0,Eastwood,,43 - 60,Male,Bachelors Degree,,,"$15,000 - $24,999",,en,821
2018-02-15T14:13:14.000Z,0,0,0,1,-1,1,1,0,0,I live outside of the City,,> 60,Male,Graduate or Professional Degree,USA,English,"$100,000 - $149,999",,en,822
2018-02-12T13:37:05.000Z,0,0,0,0,0,1,0,1,0,I live outside of the City,,43 - 60,Female,Bachelors Degree,,,,,en,823
2018-02-20T15:28:21.000Z,1,1,0,0,-1,0,0,0,0,Skunk City,,< 18,Male,Less than high school,,,,,en,824
2018-02-20T15:28:30.000Z,0,1,1,0,-1,0,0,0,0,South Valley,,> 60,Male,Bachelors Degree,,,"Less than $10,000",,en,825
2018-02-08T02:10:27.000Z,0,1,0,-1,0,1,1,0,0,Meadowbrook,,43 - 60,Female,Graduate or Professional Degree,,,"$50,000 - $74,999",,en,826
2018-02-03T14:16:26.000Z,0,0,0,0,0,1,1,0,0,Other,,> 60,Female,Graduate or Professional Degree,,,"$75,000 - $99,999",,en,827
2018-02-02T14:29:14.000Z,0,-1,0,1,1,0,1,0,0,University Hill,,19 - 42,Male,Bachelors Degree,Panama,English,"Less than $10,000",,en,828
2018-02-15T23:22:32.000Z,0,1,1,-1,0,0,1,0,0,Eastwood,,43 - 60,Female,Associates Degree,,,"$50,000 - $74,999",,en,829
2018-02-20T15:52:52.000Z,1,0,0,1,0,0,0,0,0,South Valley,,> 60,Male,Associates Degree,Usa,Klingon/Spock's Language,"$15,000 - $24,999",,en,830
2018-01-31T23:23:52.000Z,0,1,0,0,1,-1,1,0,0,I live outside of the City,,19 - 42,Female,Graduate or Professional Degree,US,English,"$100,000 - $149,999",,en,831
2018-01-31T23:39:36.000Z,1,1,0,0,0,0,0,1,0,Sedgwick,,19 - 42,Female,Graduate or Professional Degree,,,,,en,832
2018-02-16T00:29:44.000Z,1,0,0,0,1,0,1,0,0,Outer Comstock,,19 - 42,Male,Graduate or Professional Degree,,,,,en,833
2018-02-12T16:35:13.000Z,1,0,0,1,0,-1,0,0,1,Sedgwick,,43 - 60,Male,Graduate or Professional Degree,,,"$75,000 - $99,999",,en,834
2018-02-15T22:21:26.000Z,1,0,1,-1,0,0,1,0,0,Far Westside,,> 60,Female,Bachelors Degree,US,English (we live in America),"$50,000 - $74,999",,en,835
2018-02-15T01:30:31.000Z,1,0,0,0,0,1,1,0,0,I live outside of the City,,43 - 60,Male,Graduate or Professional Degree,US,English,"$50,000 - $74,999",,en,836
2018-01-31T23:57:52.000Z,-1,1,1,0,0,0,1,0,0,I live outside of the City,,> 60,Female,Bachelors Degree,,,,,en,837
2018-02-09T20:15:19.000Z,0,0,-1,0,1,1,1,0,0,Court Woodlawn,,19 - 42,Female,Bachelors Degree,,,"$35,000 - $49,999",,en,838
2018-02-07T17:04:42.000Z,1,0,0,1,0,0,0,1,0,Near Westside,,> 60,Female,Graduate or Professional Degree,United States,English,"$25,000 - $34,999",,en,839
2018-02-07T22:25:46.000Z,-1,1,0,0,0,1,0,1,0,Meadowbrook,,19 - 42,Female,Bachelors Degree,,,"$25,000 - $34,999",,en,840
2018-02-06T19:26:06.000Z,0,0,1,1,0,0,1,0,0,Strathmore,,19 - 42,Male,Some College,,,,,en,841
2018-02-15T22:24:34.000Z,0,0,1,0,0,0,1,0,0,Eastwood,,43 - 60,Female,Associates Degree,,,"$75,000 - $99,999",,en,842
2018-02-01T21:30:18.000Z,1,0,-1,1,0,0,1,0,0,South Valley,,19 - 42,Female,Bachelors Degree,,,"$75,000 - $99,999",,en,843
2018-02-08T01:14:34.000Z,1,0,0,0,-1,1,1,0,0,University Neighborhood,,19 - 42,Female,Graduate or Professional Degree,,,"$35,000 - $49,999",,en,844
2018-02-13T22:13:29.000Z,1,0,-1,0,0,1,1,0,0,Near Westside,,19 - 42,Male,Bachelors Degree,Usa,English,,,en,845
2018-02-16T02:42:34.000Z,0,-1,1,1,0,0,0,0,1,Eastwood,,43 - 60,Female,Associates Degree,,,"$35,000 - $49,999",,en,846
2018-02-15T22:29:02.000Z,1,1,0,0,-1,0,1,0,0,South Valley,,43 - 60,Female,Bachelors Degree,United States,English,"$10,000 - $14,999",,en,847
2018-02-07T18:25:59.000Z,0,0,1,0,0,1,1,0,0,University Neighborhood,,> 60,Female,Bachelors Degree,,,,,en,848
2018-02-07T16:58:03.000Z,0,0,0,0,0,1,0,1,0,University Neighborhood,,> 60,Male,Graduate or Professional Degree,,,"$200,000 or more",,en,849
2018-02-08T17:39:48.000Z,0,1,1,-1,0,0,1,0,0,Near Westside,,19 - 42,Female,Graduate or Professional Degree,,,"$75,000 - $99,999",,en,850
2018-02-09T06:01:23.000Z,0,1,1,0,0,0,1,0,0,Northside,,19 - 42,Female,Associates Degree,,,,,en,851
2018-02-07T16:49:17.000Z,1,0,0,0,1,0,1,0,0,I live outside of the City,,19 - 42,Male,Bachelors Degree,,,"$100,000 - $149,999",,en,852
2018-02-15T22:52:24.000Z,1,1,0,0,0,0,1,0,0,Strathmore,,> 60,Female,Graduate or Professional Degree,,,,,en,853
2018-02-14T22:04:01.000Z,0,0,-1,1,0,1,0,1,0,Westcott,,19 - 42,Female,Graduate or Professional Degree,,,"$15,000 - $24,999",,en,854
2018-01-31T23:37:49.000Z,0,1,0,0,0,1,0,1,0,South Valley,,43 - 60,Male,Bachelors Degree,,English,"$50,000 - $74,999",,en,855
2018-02-12T18:38:08.000Z,1,0,0,0,0,1,1,0,0,I live outside of the City,,43 - 60,Female,Graduate or Professional Degree,,,,,en,856
2018-02-07T17:47:19.000Z,0,0,0,1,1,0,1,0,0,Strathmore,,19 - 42,Male,Bachelors Degree,usa,english,"$10,000 - $14,999",,en,857
2018-02-15T23:13:27.000Z,0,0,1,-1,1,0,0,1,0,I live outside of the City,,19 - 42,Female,Graduate or Professional Degree,USA,,,,en,858
2018-02-14T16:22:20.000Z,0,0,0,0,0,1,1,0,0,I live outside of the City,,19 - 42,Female,Graduate or Professional Degree,,,"$75,000 - $99,999",,en,859
2018-02-08T00:14:02.000Z,1,0,0,-1,0,1,1,0,0,University Neighborhood,,> 60,Female,Graduate or Professional Degree,,,"$15,000 - $24,999",,en,860
2018-02-06T16:33:34.000Z,0,1,0,0,0,1,0,1,0,I live outside of the City,,43 - 60,Male,Associates Degree,,,,,en,861
2018-02-07T19:19:35.000Z,1,1,0,0,-1,0,1,0,0,Westcott,,43 - 60,Male,High School or GED,,,"$15,000 - $24,999",,en,862
2018-02-08T02:54:41.000Z,1,1,0,0,0,0,0,1,0,Westcott,,19 - 42,Male,Bachelors Degree,United States of America,English,"$25,000 - $34,999",,en,863
2018-02-15T03:54:43.000Z,1,1,0,0,-1,0,0,1,0,Outer Comstock,,19 - 42,Female,Bachelors Degree,,,"$50,000 - $74,999",,en,864
2018-02-13T16:29:13.000Z,1,0,0,0,0,1,1,0,0,South Valley,,43 - 60,Female,Graduate or Professional Degree,United States,English,"$50,000 - $74,999",,en,865
2018-02-20T15:45:01.000Z,1,1,0,0,0,0,0,0,0,Westcott,,> 60,Female,Graduate or Professional Degree,Usa,English,"$75,000 - $99,999",,en,866
2018-02-20T15:55:58.000Z,-1,1,0,0,1,0,0,0,0,I live outside of the City,,> 60,Female,Graduate or Professional Degree,,,"$150,000 - $199,999",,en,867
2018-01-31T00:58:54.000Z,1,0,0,-1,1,0,1,0,1,University Hill,,19 - 42,Male,Graduate or Professional Degree,Usa,English,"$100,000 - $149,999",,en,868
2018-02-07T15:36:34.000Z,1,0,0,0,0,0,1,0,0,Eastwood,,43 - 60,Female,Graduate or Professional Degree,,,"$50,000 - $74,999",,en,869
2018-02-08T14:19:01.000Z,-1,1,1,0,0,0,1,0,0,Salt Springs,,19 - 42,Female,Graduate or Professional Degree,,,"$25,000 - $34,999",,en,870
2018-02-20T15:19:24.000Z,0,1,0,-1,1,0,0,0,0,Winkworth,,> 60,Female,Graduate or Professional Degree,,,,,en,871
2018-02-07T18:55:54.000Z,0,1,1,0,0,0,1,0,0,Strathmore,,43 - 60,Female,Graduate or Professional Degree,U.S.,English,"$75,000 - $99,999",,en,872
2018-02-20T16:30:50.000Z,0,0,0,1,0,1,0,0,0,Far Westside,,> 60,Male,Some College,,,,,en,873
2018-02-08T02:13:15.000Z,0,0,0,1,0,1,1,0,0,University Neighborhood,,> 60,Female,Graduate or Professional Degree,,,,,en,874
2018-02-15T03:01:48.000Z,0,0,1,0,0,1,0,0,0,I live outside of the City,,19 - 42,Female,Bachelors Degree,,,"$35,000 - $49,999",,en,875
2018-02-15T02:18:48.000Z,1,0,0,0,0,1,0,0,1,Westcott,,19 - 42,Female,Graduate or Professional Degree,,,"$50,000 - $74,999",,en,876
