When_,Which_of_the_following_challeng,Which_of_the_following_challe_1,Which_of_the_following_challe_2,Which_of_the_following_challe_3,Which_of_the_following_challe_4,Which_of_the_following_challe_5,Do_you_like_being_engaged_throu,Do_you_like_being_engaged_thr_1,Do_you_like_being_engaged_thr_2,What_neighborhood_do_you_live_i,What_neighborhood_do_you_live_1,Age___value,Gender___value,Education___value,Country_of_Origin,Preferred_Language,Annual_Income___value,Ballot,Locale,FID
2018-02-20T16:34:10.000Z,1,1,-1,0,0,0,0,0,0,Downtown,,19 - 42,Male,Some College,,Kryptonian,"$200,000 or more",,en,343
2018-02-07T16:34:55.000Z,1,0,0,0,1,0,1,0,0,Meadowbrook,,19 - 42,Female,Graduate or Professional Degree,,,"$50,000 - $74,999",,en,344
2018-02-16T00:26:28.000Z,0,-1,0,1,0,1,1,0,0,Park Ave,,19 - 42,Male,Some College,,,"$35,000 - $49,999",,en,345
2018-02-07T17:43:35.000Z,-1,1,0,0,0,1,0,0,1,Downtown,,19 - 42,Male,Bachelors Degree,,,"$35,000 - $49,999",,en,346
2018-02-07T18:34:08.000Z,0,0,0,1,0,1,1,0,0,I live outside of the City,,43 - 60,Female,Graduate or Professional Degree,,,,,en,347
2018-02-08T03:41:07.000Z,1,-1,1,0,0,0,1,0,0,Strathmore,,19 - 42,Female,Associates Degree,,,"$50,000 - $74,999",,en,348
2018-02-02T15:17:00.000Z,-1,0,0,1,0,1,1,0,0,Meadowbrook,,43 - 60,Male,Graduate or Professional Degree,United States,English,"$75,000 - $99,999",,en,349
2018-02-20T15:43:30.000Z,1,0,0,1,0,0,0,0,0,Westcott,,> 60,Female,Graduate or Professional Degree,Usa,English,,,en,350
2018-02-09T18:29:07.000Z,0,1,0,0,0,1,0,1,0,Meadowbrook,,> 60,Male,Graduate or Professional Degree,,,"$75,000 - $99,999",,en,351
2018-02-02T12:51:11.000Z,0,0,0,1,-1,1,0,0,1,Downtown,,19 - 42,Female,Graduate or Professional Degree,,,"$100,000 - $149,999",,en,352
2018-02-10T17:19:27.000Z,0,0,1,0,1,0,1,0,0,University Hill,,43 - 60,Female,Graduate or Professional Degree,USA,English,"$25,000 - $34,999",,en,353
2018-02-12T23:08:49.000Z,0,1,0,1,0,0,1,0,0,I live outside of the City,,19 - 42,Female,Graduate or Professional Degree,,,,,en,354
2018-02-08T14:15:52.000Z,0,0,0,1,0,1,0,0,0,I live outside of the City,,> 60,Female,Graduate or Professional Degree,USA,English,"$75,000 - $99,999",,en,355
2018-02-08T10:41:08.000Z,-1,0,0,1,0,1,1,0,0,South Valley,,> 60,Male,Associates Degree,United States,English,"$50,000 - $74,999",,en,356
2018-02-01T17:52:00.000Z,1,0,-1,1,0,0,1,0,0,University Neighborhood,,19 - 42,Female,Some College,United States,English,"$35,000 - $49,999",,en,357
2018-02-14T23:17:22.000Z,0,0,0,1,-1,1,1,0,0,Westcott,,19 - 42,Male,Graduate or Professional Degree,Germany,English,"$100,000 - $149,999",,en,358
2018-02-07T19:42:37.000Z,1,0,1,0,0,0,1,0,0,University Neighborhood,,43 - 60,Female,Graduate or Professional Degree,U.K.,,"$50,000 - $74,999",,en,359
2018-02-12T19:18:36.000Z,1,1,0,0,0,0,0,1,0,I live outside of the City,,19 - 42,Female,Graduate or Professional Degree,,,"$50,000 - $74,999",,en,360
2018-02-07T16:04:34.000Z,1,0,0,0,0,0,1,0,0,University Neighborhood,,43 - 60,Female,Graduate or Professional Degree,US,English,"$25,000 - $34,999",,en,361
2018-02-14T14:29:49.000Z,0,-1,0,1,0,1,0,1,0,Meadowbrook,,> 60,Male,Graduate or Professional Degree,,,"$150,000 - $199,999",,en,362
2018-02-14T14:26:20.000Z,0,0,1,0,0,1,1,0,0,North Valley,,> 60,Male,Graduate or Professional Degree,,,"$100,000 - $149,999",,en,363
2018-02-07T15:40:48.000Z,1,0,0,0,1,-1,1,0,0,Meadowbrook,,19 - 42,Male,Graduate or Professional Degree,,,"$200,000 or more",,en,364
2018-02-13T22:43:11.000Z,0,1,0,0,0,1,1,0,0,I live outside of the City,,43 - 60,Female,High School or GED,US,English,,,en,365
2018-02-16T00:10:51.000Z,0,1,1,0,0,-1,1,0,0,South Valley,,43 - 60,Female,Graduate or Professional Degree,,,"$50,000 - $74,999",,en,366
2018-02-08T00:54:50.000Z,0,0,0,1,1,0,1,0,0,Strathmore,,43 - 60,Female,Some College,,,"$50,000 - $74,999",,en,367
2018-02-08T17:33:46.000Z,0,0,1,0,1,-1,1,0,0,I live outside of the City,,19 - 42,Male,Graduate or Professional Degree,,,"$50,000 - $74,999",,en,368
2018-02-11T23:20:15.000Z,0,0,1,0,0,1,1,0,0,I live outside of the City,,43 - 60,Female,Some College,,,,,en,369
2018-02-20T15:37:20.000Z,1,1,0,0,0,0,0,0,0,Lincoln Hill,,19 - 42,Female,Associates Degree,,,"$10,000 - $14,999",,en,370
2018-02-15T23:18:17.000Z,1,0,0,0,-1,1,0,1,0,Outer Comstock,,19 - 42,Male,High School or GED,'Merica,Enflish,"Less than $10,000",,en,371
2018-02-07T20:30:43.000Z,0,1,0,0,1,0,0,1,0,Westcott,,> 60,Male,Graduate or Professional Degree,US,English,"$25,000 - $34,999",,en,372
2018-02-14T21:03:18.000Z,0,0,0,1,0,1,1,0,0,I live outside of the City,,43 - 60,Female,Graduate or Professional Degree,usa,english,"$200,000 or more",,en,373
2018-02-07T16:14:08.000Z,1,-1,0,0,1,0,0,1,0,Outer Comstock,,> 60,Male,Graduate or Professional Degree,,,,,en,374
2018-02-09T18:09:20.000Z,1,0,0,1,0,-1,1,0,0,I live outside of the City,,19 - 42,Male,Graduate or Professional Degree,,,"$150,000 - $199,999",,en,375
2018-02-15T22:44:34.000Z,0,0,1,0,0,0,1,0,0,Sedgwick,,43 - 60,Female,Some College,,,"$50,000 - $74,999",,en,376
2018-01-31T18:10:50.000Z,1,1,0,0,-1,0,1,0,0,Lincoln Hill,,< 18,Female,Less than high school,Cananda,English,,,en,377
2018-02-20T16:13:45.000Z,0,0,0,0,1,0,0,0,0,Southside,,< 18,Female,Less than high school,,,,,en,378
2018-02-14T16:21:28.000Z,0,0,-1,1,0,1,1,0,0,I live outside of the City,,> 60,Male,Graduate or Professional Degree,,,"$200,000 or more",,en,379
2018-02-01T18:32:08.000Z,0,1,1,0,0,0,1,0,0,South Valley,,43 - 60,Female,Graduate or Professional Degree,,,"$100,000 - $149,999",,en,380
2018-02-14T23:06:54.000Z,0,1,0,1,0,0,0,1,0,University Neighborhood,,43 - 60,Female,Graduate or Professional Degree,,,"$75,000 - $99,999",,en,381
2018-02-07T21:22:47.000Z,0,0,1,0,0,0,0,0,1,Sedgwick,,> 60,Female,Graduate or Professional Degree,,,,,en,382
2018-02-15T00:54:54.000Z,0,0,0,0,1,1,0,1,0,I live outside of the City,,43 - 60,Female,Graduate or Professional Degree,,,,,en,383
2018-02-07T16:09:33.000Z,1,0,0,0,1,0,1,0,0,Tipp Hill,,19 - 42,Female,Graduate or Professional Degree,US,English,"$35,000 - $49,999",,en,384
2018-02-07T17:34:33.000Z,1,0,0,1,0,-1,1,0,0,South Valley,,> 60,Female,Some College,,,"$75,000 - $99,999",,en,385
2018-01-31T23:53:00.000Z,0,1,1,0,0,0,1,0,0,Westcott,,19 - 42,Female,Graduate or Professional Degree,,,"Less than $10,000",,en,386
2018-02-09T17:36:51.000Z,0,-1,1,0,0,1,1,0,0,I live outside of the City,,19 - 42,Male,Bachelors Degree,,,"$50,000 - $74,999",,en,387
2018-02-12T20:40:08.000Z,1,0,0,0,0,1,0,1,0,Hawley Green,,19 - 42,Male,Bachelors Degree,USA,English,"$35,000 - $49,999",,en,388
2018-01-31T23:26:16.000Z,1,0,0,1,0,-1,1,0,0,Meadowbrook,,43 - 60,Female,Graduate or Professional Degree,,,,,en,389
2018-01-31T23:26:32.000Z,1,1,0,0,0,0,1,0,0,Brighton,,19 - 42,Female,Associates Degree,,,"$15,000 - $24,999",,en,390
2018-02-07T18:59:33.000Z,0,0,1,0,1,0,1,0,0,Eastwood,,19 - 42,Female,Some College,,,,,en,391
2018-02-06T15:06:29.000Z,0,1,0,1,0,0,0,1,0,University Neighborhood,,19 - 42,Female,Bachelors Degree,USA,English,"$75,000 - $99,999",,en,392
2018-02-07T13:55:17.000Z,0,1,0,0,0,1,1,0,0,I live outside of the City,,> 60,Female,Graduate or Professional Degree,US,English,"$50,000 - $74,999",,en,393
2018-02-13T23:37:23.000Z,1,0,0,1,0,0,1,0,0,Meadowbrook,,> 60,Female,Graduate or Professional Degree,,,,,en,394
2018-02-13T23:40:19.000Z,0,0,0,0,1,1,1,0,0,I live outside of the City,,> 60,Male,Some College,,,"$35,000 - $49,999",,en,395
2018-02-16T04:29:11.000Z,1,0,0,-1,1,0,0,1,0,Other,Lower Strathmore/South Ave,> 60,Male,Bachelors Degree,,,"$50,000 - $74,999",,en,396
2018-02-07T16:40:10.000Z,1,0,0,1,0,0,0,1,0,University Neighborhood,,> 60,Female,Bachelors Degree,,,"$75,000 - $99,999",,en,397
2018-02-15T05:05:47.000Z,0,0,0,0,0,1,0,0,0,Eastwood,,> 60,Male,Graduate or Professional Degree,USA,English,,,en,398
2018-02-07T04:33:59.000Z,0,1,0,0,1,-1,0,1,0,I live outside of the City,,19 - 42,Female,Bachelors Degree,,,"$50,000 - $74,999",,en,399
2018-02-20T15:57:58.000Z,0,1,0,0,0,1,0,0,0,Westcott,,19 - 42,Male,Graduate or Professional Degree,,,"$25,000 - $34,999",,en,400
2018-02-07T18:42:35.000Z,0,1,-1,1,0,0,1,0,0,I live outside of the City,,43 - 60,Male,Graduate or Professional Degree,,,"$75,000 - $99,999",,en,401
2018-02-20T15:20:10.000Z,-1,0,0,0,1,1,0,0,0,Other,Library,< 18,Other,Less than high school,,,,,en,402
2018-02-14T11:21:37.000Z,0,1,0,-1,0,1,0,1,0,Strathmore,,> 60,Female,Bachelors Degree,,,"$35,000 - $49,999",,en,403
2018-02-07T16:06:13.000Z,0,0,1,-1,0,1,1,0,0,I live outside of the City,,43 - 60,Male,Graduate or Professional Degree,,,"$50,000 - $74,999",,en,404
2018-02-02T14:25:34.000Z,0,0,1,1,-1,0,1,0,0,South Campus,,19 - 42,Female,Some College,USA,English,"Less than $10,000",,en,405
2018-02-03T10:46:32.000Z,1,1,0,0,0,-1,1,0,0,Westcott,,19 - 42,Female,Graduate or Professional Degree,,,"$50,000 - $74,999",,en,406
2018-01-31T23:23:50.000Z,1,0,1,-1,0,0,0,1,0,University Neighborhood,,43 - 60,Male,Graduate or Professional Degree,,,,,en,407
2018-02-07T18:24:02.000Z,1,0,0,0,0,1,1,0,0,Meadowbrook,,> 60,Male,Graduate or Professional Degree,,,"$75,000 - $99,999",,en,408
2018-02-07T21:26:44.000Z,0,0,-1,1,0,1,1,0,0,Elmwood,,43 - 60,Male,Bachelors Degree,USA,English,"$100,000 - $149,999",,en,409
2018-02-20T15:45:40.000Z,1,0,0,0,0,1,0,0,0,Near Eastside,,43 - 60,Other,Graduate or Professional Degree,Usa,English,"Less than $10,000",,en,410
2018-02-16T01:57:07.000Z,0,0,1,0,1,0,1,0,0,Strathmore,,19 - 42,Male,Some College,United States,English,"$10,000 - $14,999",,en,411
2018-02-07T18:01:06.000Z,0,1,0,1,0,0,1,0,0,Westcott,,19 - 42,Female,Graduate or Professional Degree,USA,English,"$50,000 - $74,999",,en,412
2018-02-16T17:32:58.000Z,1,0,0,1,0,0,1,0,0,Downtown,,19 - 42,Female,Graduate or Professional Degree,,,,,en,413
2018-01-31T23:52:55.000Z,0,1,0,1,0,0,1,0,0,Westcott,,19 - 42,Female,Graduate or Professional Degree,USA.,,,,en,414
2018-02-12T21:04:42.000Z,0,0,0,1,0,1,1,0,0,Franklin Square,,19 - 42,Female,Graduate or Professional Degree,,,"$50,000 - $74,999",,en,415
2018-02-20T15:35:00.000Z,1,0,0,1,-1,0,0,0,0,University Hill,,43 - 60,Male,Graduate or Professional Degree,,,,,en,416
2018-02-01T18:53:04.000Z,0,1,1,0,0,0,0,1,0,I live outside of the City,,19 - 42,Female,Bachelors Degree,,,"$35,000 - $49,999",,en,417
2018-02-07T20:48:57.000Z,0,0,-1,1,1,0,1,0,0,University Neighborhood,,19 - 42,Female,Graduate or Professional Degree,,,"$50,000 - $74,999",,en,418
2018-01-31T23:27:13.000Z,0,1,0,0,1,0,1,0,0,I live outside of the City,,43 - 60,Female,Graduate or Professional Degree,,,"$200,000 or more",,en,419
2018-02-14T00:21:01.000Z,0,0,1,0,0,1,1,0,0,I live outside of the City,,43 - 60,Female,Bachelors Degree,,,"$35,000 - $49,999",,en,420
2018-02-14T12:55:22.000Z,0,0,0,1,0,1,1,0,0,I live outside of the City,,19 - 42,Male,Graduate or Professional Degree,,,"$100,000 - $149,999",,en,421
2018-01-31T23:43:18.000Z,-1,0,0,1,1,0,1,0,0,Northside,,19 - 42,Male,Graduate or Professional Degree,,,,,en,422
2018-02-15T23:06:46.000Z,1,0,0,0,0,0,1,0,0,Eastwood,,43 - 60,Female,Bachelors Degree,,English,"$50,000 - $74,999",,en,423
2018-02-14T16:38:59.000Z,0,1,1,-1,0,0,1,0,0,Park Ave,,19 - 42,Female,Graduate or Professional Degree,USA,English/Spanish,"$50,000 - $74,999",,en,424
2018-02-14T02:25:12.000Z,0,0,0,1,-1,1,1,0,0,Downtown,,43 - 60,Male,Graduate or Professional Degree,USA,,"$75,000 - $99,999",,en,425
2018-02-20T16:22:56.000Z,0,1,0,0,1,0,0,0,0,Northside,,19 - 42,Male,High School or GED,,,,,en,426
2018-02-20T15:42:36.000Z,0,0,1,0,1,0,0,0,0,Other,Library,< 18,Other,Less than high school,,,,,en,427
2018-02-12T19:42:55.000Z,0,0,0,0,0,1,0,1,0,Eastwood,,19 - 42,Male,Some College,,,"$15,000 - $24,999",,en,428
2018-02-20T15:09:21.000Z,0,0,0,1,-1,1,0,0,0,Other,library,< 18,Other,Less than high school,,,,,en,429
2018-02-08T01:08:27.000Z,1,1,0,-1,0,0,1,0,0,Near Westside,,> 60,Male,Bachelors Degree,,,"$50,000 - $74,999",,en,430
2018-01-31T17:50:04.000Z,0,1,0,0,0,1,1,0,0,Westcott,,< 18,Female,Less than high school,United States,English,,,en,431
2018-02-12T12:56:26.000Z,1,0,0,0,-1,1,0,1,0,Hawley Green,,19 - 42,Male,Graduate or Professional Degree,,,"$25,000 - $34,999",,en,432
2018-02-20T15:40:49.000Z,0,0,-1,1,0,1,0,0,0,Tipp Hill,,43 - 60,Male,Associates Degree,,,"Less than $10,000",,en,433
2018-02-07T15:44:09.000Z,0,1,1,0,0,0,1,0,0,North Valley,,43 - 60,Female,Graduate or Professional Degree,,,"$100,000 - $149,999",,en,434
2018-02-14T19:10:57.000Z,0,0,0,1,0,1,1,0,0,I live outside of the City,,> 60,Male,Bachelors Degree,usa,english,"$75,000 - $99,999",,en,435
2018-02-02T14:26:56.000Z,1,1,-1,0,0,0,0,1,0,Other,,19 - 42,Female,Some College,,,,,en,436
2018-02-20T15:28:53.000Z,1,1,0,0,0,0,0,0,0,Winkworth,,> 60,Female,Bachelors Degree,,,,,en,437
2018-02-20T16:16:51.000Z,0,1,0,0,1,0,0,0,0,Near Eastside,,> 60,Female,Some College,,,,,en,438
2018-02-20T15:24:03.000Z,0,1,0,1,0,0,0,0,0,Northside,,43 - 60,Male,Some College,,,"Less than $10,000",,en,439
2018-02-02T14:26:45.000Z,-1,1,0,0,0,1,1,0,0,University Neighborhood,,19 - 42,Male,Bachelors Degree,US,English,,,en,440
2018-02-07T16:54:27.000Z,0,0,1,1,0,0,1,0,0,University Neighborhood,,43 - 60,Male,Graduate or Professional Degree,,,"$100,000 - $149,999",,en,441
2018-01-31T23:34:47.000Z,1,1,0,0,0,0,1,0,0,Eastwood,,> 60,Female,Bachelors Degree,,,"$75,000 - $99,999",,en,442
2018-01-31T23:41:06.000Z,0,1,0,1,0,0,1,0,0,I live outside of the City,,43 - 60,Male,Graduate or Professional Degree,,,"$150,000 - $199,999",,en,443
2018-02-15T22:59:12.000Z,1,-1,1,0,0,0,1,0,0,Meadowbrook,,19 - 42,Male,Associates Degree,US,English,"$75,000 - $99,999",,en,444
2018-01-31T23:40:44.000Z,-1,1,1,0,0,0,1,0,0,Northside,,43 - 60,Female,High School or GED,,,,,en,445
2018-02-12T01:45:15.000Z,0,-1,0,1,1,0,1,0,0,North Valley,,> 60,Male,Bachelors Degree,United States,English,"$100,000 - $149,999",,en,446
2018-02-20T15:17:14.000Z,0,1,-1,1,0,0,0,0,0,Other,Library,< 18,Other,Less than high school,,,,,en,447
2018-02-07T15:46:55.000Z,0,-1,1,0,1,0,1,0,0,Winkworth,,19 - 42,Female,Graduate or Professional Degree,,,,,en,448
2018-01-31T23:16:15.000Z,0,1,0,0,1,0,1,0,0,Strathmore,,19 - 42,Female,Graduate or Professional Degree,,,,,en,449
2018-02-07T17:46:34.000Z,0,0,0,0,0,1,0,1,0,Westcott,,19 - 42,Female,Bachelors Degree,,,"$35,000 - $49,999",,en,450
2018-02-11T01:12:02.000Z,1,0,0,0,0,0,1,0,0,Far Westside,,19 - 42,Other,Some College,,,"$25,000 - $34,999",,en,451
2018-02-08T03:32:16.000Z,1,0,1,-1,0,0,1,0,0,University Neighborhood,,43 - 60,Female,Graduate or Professional Degree,,,,,en,452
2018-02-20T16:30:03.000Z,0,1,0,0,0,0,0,0,0,Other,Library,< 18,Other,Less than high school,,,,,en,453
2018-02-14T03:09:39.000Z,0,0,0,1,0,1,1,0,0,I live outside of the City,,> 60,Female,High School or GED,USA,English,"$50,000 - $74,999",,en,454
2018-01-31T18:15:00.000Z,1,0,0,1,0,0,1,0,0,South Valley,,< 18,Female,Less than high school,,,,,en,455
2018-02-15T23:19:08.000Z,0,-1,1,0,1,0,1,0,0,Northside,,> 60,Female,Some College,,,"$35,000 - $49,999",,en,456
2018-02-13T22:54:58.000Z,0,0,0,0,0,1,1,0,0,I live outside of the City,,19 - 42,Male,Bachelors Degree,,,"$50,000 - $74,999",,en,457
2018-02-20T15:18:01.000Z,0,1,1,0,0,0,0,0,0,Near Westside,,19 - 42,Female,Less than high school,,,"Less than $10,000",,en,458
2018-02-11T16:36:04.000Z,0,1,1,0,0,0,1,0,0,University Hill,,> 60,Female,Graduate or Professional Degree,,,,,en,459
2018-02-20T16:16:22.000Z,0,1,0,0,1,0,0,0,0,Salt Springs,,43 - 60,Female,Bachelors Degree,,,,,en,460
2018-02-15T01:19:20.000Z,0,0,0,1,0,1,0,0,0,I live outside of the City,,> 60,Female,Graduate or Professional Degree,,,,,en,461
2018-02-07T22:28:56.000Z,1,-1,0,1,0,0,1,0,0,Meadowbrook,,> 60,Female,Bachelors Degree,USA,English,,,en,462
2018-02-14T02:03:47.000Z,0,0,-1,1,0,1,1,0,0,I live outside of the City,,> 60,Female,Graduate or Professional Degree,,,,,en,463
2018-02-12T17:36:27.000Z,1,1,0,0,0,0,1,0,0,Meadowbrook,,43 - 60,Female,Graduate or Professional Degree,USA,English,"$50,000 - $74,999",,en,464
2018-02-20T15:33:35.000Z,0,1,0,1,0,0,0,0,0,Other,Library,< 18,Other,Less than high school,,,,,en,465
2018-02-16T17:08:26.000Z,1,0,1,0,0,0,0,1,0,Eastwood,,19 - 42,Female,Associates Degree,,,"$75,000 - $99,999",,en,466
2018-02-09T17:06:52.000Z,0,0,1,0,0,1,1,0,0,Other,,19 - 42,Female,Bachelors Degree,,,"$35,000 - $49,999",,en,467
2018-02-07T16:01:31.000Z,0,0,1,0,0,1,1,0,0,I live outside of the City,,> 60,Male,Graduate or Professional Degree,,,"$150,000 - $199,999",,en,468
2018-02-20T15:58:49.000Z,0,1,0,0,0,1,0,0,0,Meadowbrook,,> 60,Male,Graduate or Professional Degree,,,"$25,000 - $34,999",,en,469
2018-02-08T14:47:45.000Z,0,0,1,-1,0,1,1,0,0,Far Westside,,43 - 60,Male,Associates Degree,,,"$50,000 - $74,999",,en,470
2018-02-20T15:44:20.000Z,1,0,-1,1,0,0,0,0,0,University Neighborhood,,19 - 42,Female,Graduate or Professional Degree,,,"$50,000 - $74,999",,en,471
2018-02-20T15:31:04.000Z,0,1,1,0,-1,0,0,0,0,Near Westside,,43 - 60,Female,Less than high school,,,"Less than $10,000",,en,472
2018-02-20T15:18:41.000Z,0,1,1,0,0,0,0,0,0,Near Westside,,19 - 42,Female,High School or GED,,,"$10,000 - $14,999",,en,473
2018-02-07T16:39:19.000Z,0,-1,1,0,1,0,1,0,0,Strathmore,,19 - 42,Male,Graduate or Professional Degree,,,"$50,000 - $74,999",,en,474
2018-02-15T21:29:40.000Z,1,0,0,0,1,-1,0,0,1,Tipp Hill,,19 - 42,Female,Bachelors Degree,,,"$25,000 - $34,999",,en,475
2018-02-07T17:16:40.000Z,1,1,0,-1,0,0,0,1,0,Strathmore,,43 - 60,Female,Graduate or Professional Degree,US,English,"$100,000 - $149,999",,en,476
2018-02-20T15:13:36.000Z,1,1,0,0,0,0,0,0,0,Lincoln Hill,,43 - 60,Female,Graduate or Professional Degree,USA,English,"$75,000 - $99,999",,en,477
2018-02-20T15:14:02.000Z,1,0,1,0,0,0,0,0,0,Other,Library,19 - 42,Female,Associates Degree,,,"$15,000 - $24,999",,en,478
2018-02-20T16:31:26.000Z,0,0,0,1,-1,1,0,0,0,South Valley,,19 - 42,Male,Associates Degree,,,,,en,479
2018-01-31T23:41:59.000Z,1,0,0,1,0,-1,1,0,0,I live outside of the City,,43 - 60,Female,Graduate or Professional Degree,,,,,en,480
2018-02-07T15:40:12.000Z,0,0,1,0,1,0,1,0,0,I live outside of the City,,19 - 42,Female,Graduate or Professional Degree,,,,,en,481
2018-02-06T14:02:20.000Z,0,0,0,1,0,1,1,0,0,Northside,,19 - 42,Male,Some College,,,,,en,482
2018-02-15T23:40:48.000Z,0,0,1,0,0,1,1,0,0,Park Ave,,19 - 42,Female,Bachelors Degree,,,"$75,000 - $99,999",,en,483
2018-02-01T17:44:11.000Z,0,1,0,1,0,0,1,0,0,I live outside of the City,,19 - 42,Female,Bachelors Degree,United States,,"$35,000 - $49,999",,en,484
2018-02-08T01:07:16.000Z,1,-1,0,0,0,1,0,0,1,Westcott,,> 60,Male,Bachelors Degree,,,"$75,000 - $99,999",,en,485
2018-02-20T15:47:18.000Z,0,-1,1,0,1,0,0,0,0,Other,Library,< 18,Other,Less than high school,,,,,en,486
2018-02-15T22:02:43.000Z,1,0,0,1,0,-1,0,1,0,Eastwood,,43 - 60,Male,Graduate or Professional Degree,USA,English,"$150,000 - $199,999",,en,487
2018-02-07T18:47:33.000Z,0,0,0,-1,1,1,1,0,0,University Neighborhood,,43 - 60,Female,Graduate or Professional Degree,,,,,en,488
2018-02-20T15:35:33.000Z,0,0,0,1,-1,1,0,0,0,University Hill,,< 18,Female,Less than high school,,,,,en,489
2018-02-20T15:31:33.000Z,0,0,1,1,0,0,0,0,0,Near Westside,,> 60,Female,Some College,,,,,en,490
2018-02-07T17:35:03.000Z,1,0,0,1,0,0,1,0,0,University Hill,,> 60,Male,Graduate or Professional Degree,US,English,,,en,491
2018-02-16T09:16:20.000Z,0,0,0,1,1,-1,1,0,0,Strathmore,,19 - 42,Male,Some College,,,"$35,000 - $49,999",,en,492
2018-02-07T19:48:55.000Z,1,1,0,0,0,0,1,0,0,Near Eastside,,> 60,Female,Graduate or Professional Degree,USA,English,"$50,000 - $74,999",,en,493
2018-02-07T16:44:55.000Z,-1,0,0,0,1,1,0,0,1,Strathmore,,43 - 60,Other,Associates Degree,,,,,en,494
2018-02-11T19:26:33.000Z,0,0,0,1,1,0,1,0,0,Northside,,43 - 60,Female,Some College,,,,,en,495
2018-02-08T21:10:34.000Z,1,0,0,0,-1,1,1,0,0,I live outside of the City,,19 - 42,Female,Graduate or Professional Degree,,,"$150,000 - $199,999",,en,496
2018-02-07T18:15:29.000Z,1,0,0,1,-1,0,1,0,0,University Neighborhood,,43 - 60,Male,Graduate or Professional Degree,,,"$100,000 - $149,999",,en,497
2018-02-07T16:01:21.000Z,1,0,0,0,1,0,1,0,0,Strathmore,,43 - 60,Female,Graduate or Professional Degree,,,,,en,498
2018-02-20T15:46:21.000Z,0,0,0,-1,1,1,0,0,0,Near Eastside,,> 60,Female,Bachelors Degree,,,"$150,000 - $199,999",,en,499
2018-02-20T16:04:43.000Z,0,0,-1,1,1,0,0,0,0,Westcott,,> 60,Male,Bachelors Degree,,,,,en,500
2018-02-07T18:52:57.000Z,-1,0,0,1,0,1,1,0,0,Sedgwick,,43 - 60,Male,Graduate or Professional Degree,USA,English,"$200,000 or more",,en,501
2018-02-13T23:29:57.000Z,0,0,0,1,-1,1,0,1,0,I live outside of the City,,> 60,Female,Graduate or Professional Degree,,,,,en,502
2018-02-13T23:30:31.000Z,0,0,0,0,0,1,1,0,0,Eastwood,,19 - 42,Female,Graduate or Professional Degree,,,"$200,000 or more",,en,503
2018-02-02T17:24:57.000Z,-1,0,0,1,0,1,1,0,0,Meadowbrook,,> 60,Male,Graduate or Professional Degree,US,English,"$75,000 - $99,999",,en,504
2018-01-31T23:50:42.000Z,1,0,0,0,1,-1,1,0,0,Far Westside,,43 - 60,Male,Associates Degree,United States,English,"$15,000 - $24,999",,en,505
2018-02-07T15:56:33.000Z,0,1,0,0,0,1,1,0,0,University Neighborhood,,> 60,Female,Graduate or Professional Degree,u,,,,en,506
2018-02-07T19:48:35.000Z,0,0,0,1,-1,1,0,1,0,University Neighborhood,,> 60,Male,Graduate or Professional Degree,,,"$150,000 - $199,999",,en,507
2018-02-07T16:31:13.000Z,0,0,0,1,1,-1,1,0,0,Elmwood,,43 - 60,Male,Bachelors Degree,,,"$35,000 - $49,999",,en,508
2018-02-16T00:12:45.000Z,1,-1,0,0,1,0,1,0,0,South Valley,,43 - 60,Male,Bachelors Degree,,,,,en,509
2018-02-15T23:49:36.000Z,0,0,0,-1,1,1,0,1,0,Other,,43 - 60,Female,Associates Degree,,,"$10,000 - $14,999",,en,510
2018-02-20T15:11:23.000Z,0,1,0,-1,1,0,0,0,0,Hawley Green,,43 - 60,Male,Bachelors Degree,USA,English,"$15,000 - $24,999",,en,511
2018-02-15T22:46:36.000Z,-1,1,0,0,0,1,1,0,0,Tipp Hill,,> 60,Female,Graduate or Professional Degree,,,,,en,512
2018-02-10T10:22:30.000Z,1,-1,0,1,0,0,1,0,0,University Neighborhood,,> 60,Male,Bachelors Degree,,,"$100,000 - $149,999",,en,513
2018-02-09T02:14:59.000Z,1,0,0,1,-1,0,1,0,0,Meadowbrook,,43 - 60,Other,Graduate or Professional Degree,,,,,en,514
2018-02-14T04:08:03.000Z,0,0,0,0,0,1,0,1,0,Other,,< 18,Male,Some College,United States,English,,,en,515
2018-02-20T15:38:04.000Z,1,0,1,-1,0,0,0,0,0,Northside,,19 - 42,Female,High School or GED,,,,,en,516
2018-02-07T18:19:01.000Z,1,0,0,0,1,0,0,0,0,Westcott,,43 - 60,Male,Graduate or Professional Degree,,,,,en,517
2018-02-01T21:19:19.000Z,0,-1,0,1,1,0,1,0,0,Franklin Square,,19 - 42,Male,Graduate or Professional Degree,USA,English,"$50,000 - $74,999",,en,518
2018-02-08T18:53:51.000Z,0,0,0,1,0,1,0,0,1,I live outside of the City,,19 - 42,Female,Bachelors Degree,,,"$10,000 - $14,999",,en,519
2018-02-08T18:09:15.000Z,0,0,0,1,-1,1,0,1,0,Tipp Hill,,19 - 42,Male,Graduate or Professional Degree,,,"$50,000 - $74,999",,en,520
2018-02-20T15:10:18.000Z,1,1,0,0,-1,0,0,0,0,Other,library,< 18,Other,Less than high school,,,,,en,521
2018-02-15T22:17:15.000Z,1,0,1,0,0,0,1,0,0,Tipp Hill,,19 - 42,Female,Bachelors Degree,,,"$50,000 - $74,999",,en,522
